Player,MeanSpacing,UniqueECO_SubCat,UniqueECO_Cat,MostFrequentECO_Cat,MostFrequentECO_Cat_Frequency,EloChange,MostFrequentECO_Cat_Frequency_Quartile,MeanSpacing_Quartile
Cheebahund,25357.6326530612,9,4,A,0.32,-38,1,1
Chelba_Teodor,38039.8571428571,20,4,A,0.38,40,1,3
Chemesste,49295.8571428571,33,6,B,0.56,-44,3,4
Chepeajedrez,22283.8979591837,16,5,D,0.48,28,2,1
Cherato,34185.612244898,13,3,A,0.42,15,2,3
CheremisinLev,30876.2448979592,30,3,C,0.74,36,4,2
CherryCz0pek,46160.1224489796,16,3,C,0.7,34,4,4
Chess-Matador,37820.5306122449,26,5,C,0.46,17,2,3
Chess999999,17520.4693877551,14,4,B,0.52,21,3,1
ChessAndBed,39760.1632653061,25,4,B,0.74,-27,4,3
ChessBeach,36774.4897959184,30,4,C,0.46,-49,2,3
ChessBoyRDee,5215.97959183673,25,5,C,0.56,-9,3,1
ChessBuynzya,32026.7959183673,25,5,A,0.34,-23,1,2
ChessCrypt,45690.0612244898,29,5,D,0.42,-33,2,4
ChessDanielVCOficial,39104.0816326531,32,5,B,0.5,111,3,3
ChessFiend_sa,28588.2448979592,25,4,C,0.66,-64,4,2
ChessGM187,38253.5918367347,35,5,B,0.52,-4,3,3
ChessHusky,26653.8775510204,23,4,B,0.5,59,3,2
ChessIsHere,45881.7755102041,13,3,C,0.38,5,1,4
ChessLordTheis,21487.6326530612,31,4,D,0.4,10,1,1
ChessMaestro2HAM,49701.2857142857,30,6,A,0.54,-50,3,4
ChessMaster91k,49911.6326530612,37,5,B,0.38,-47,1,4
ChessMasterSeelze,44111.2040816326,18,2,A,0.68,-88,4,4
ChessMcGenius,33130.0612244898,21,4,B,0.46,-33,2,2
ChessNorruck,35291.2448979592,27,4,B,0.46,19,2,3
ChessPlay77,47582.1224489796,36,5,B,0.52,-13,3,4
ChessPlayer_0708,50302.4285714286,29,4,C,0.56,27,3,4
ChessStranger,19620.5102040816,29,4,B,0.38,22,1,1
ChessWala,34047.5510204082,24,4,C,0.52,-23,3,3
Chess_101_2019,27684.8367346939,23,4,C,0.42,76,2,2
Chess_5656,37302.2448979592,27,5,D,0.36,-22,1,3
Chess_AbC,53401.9387755102,10,3,A,0.62,-28,4,4
Chess_Barrel,33854.7551020408,17,4,A,0.48,-120,2,3
Chess_Fish,7179.83673469388,28,4,B,0.56,-70,3,1
Chess_Jester,29153.1020408163,29,4,D,0.44,-32,2,2
Chess_Proffesor_Life,51113.2040816326,26,5,D,0.3,-95,1,4
Chess_duderino,36700.5102040816,29,4,C,0.68,18,4,3
Chess_is_a_mess,28950.4897959184,22,5,B,0.4,-28,1,2
Chess_maker,29966.5510204082,14,4,A,0.5,-99,3,2
Chess_tapajos,47461.0204081633,21,5,A,0.4,-22,1,4
Chessann,32139.4489795918,30,4,C,0.58,-24,4,2
ChessatNAC_1,36896.306122449,20,4,A,0.46,-47,2,3
Chessbatoussi,28254.5714285714,35,5,D,0.36,-15,1,2
ChessbeastAustria,50895.4489795918,31,5,A,0.52,-33,3,4
Chessblitz66,22748.9387755102,14,4,A,0.46,55,2,1
Chessbrahhhh,24466.7959183673,26,4,C,0.42,-2,2,1
Chessbwr,19460.9387755102,31,4,C,0.6,95,4,1
Chesscfg,45360.7346938775,30,4,C,0.56,24,3,4
Chessdevilyes,39548.7346938775,28,4,C,0.5,-33,3,3
Chessdragon777,37719.1020408163,28,3,C,0.46,64,2,3
Chesserester,36014.0204081633,14,3,D,0.36,5,1,3
Chessforfun2,23484.306122449,22,4,C,0.48,94,2,1
Chessgame83,38679.1836734694,19,3,D,0.36,-72,1,3
Chessieda,17661,21,5,C,0.46,52,2,1
Chesskganya,49834.4081632653,23,4,D,0.32,174,1,4
Chessmaker1905,25407.5306122449,21,4,C,0.54,0,3,1
Chessman123450,3748.91836734694,27,3,B,0.54,18,3,1
Chessman_UJChess,19298.4693877551,24,3,A,0.56,43,3,1
Chessmaster73,24622.8367346939,22,4,B,0.58,-34,4,1
Chessmen777,32256.5306122449,25,4,C,0.64,69,4,2
Chessmestry,29948.7959183673,15,4,B,0.6,20,4,2
Chessmills,39534.9591836735,32,5,B,0.44,-62,2,3
Chessmurr,39762.6734693878,22,4,B,0.44,60,2,3
Chessntime,32210.8775510204,25,4,D,0.34,4,1,2
Chessomat66,18251.9387755102,11,4,A,0.52,-4,3,1
Chessrat1,29647.5918367347,33,5,B,0.5,44,3,2
Chessstep123,36999.5306122449,24,5,B,0.56,18,3,3
Chesssuperfan,32864,32,4,B,0.46,-26,2,2
ChesstaChess,24628.1428571429,30,5,A,0.36,-84,1,1
Chesstise79,44331.5510204082,21,4,B,0.46,-44,2,4
Chesswoman32,38272.612244898,26,4,D,0.44,-141,2,3
Chetha555,24659.7551020408,33,5,C,0.52,60,3,1
Chetymeck,35370.6734693878,28,4,D,0.36,22,1,3
Chezcazi2020,50733.0204081633,27,4,C,0.5,76,3,4
Chhabra,44554.5714285714,20,5,A,0.52,2,3,4
Chicastles6,40495.4285714286,35,5,C,0.48,56,2,3
Chicho76,29969.0204081633,29,5,B,0.42,-24,2,2
Chidera007,38789.4285714286,17,4,C,0.7,49,4,3
Chidum,38697.8571428571,22,4,B,0.62,166,4,3
ChienFou,28531.387755102,24,5,A,0.46,-2,2,2
Chihiro2403,44562.5918367347,16,4,A,0.68,25,4,4
Chilenga,40056.7755102041,18,4,A,0.36,20,1,3
ChillieWillie,31527.1632653061,28,4,B,0.48,18,2,2
Chilman01,35724.387755102,16,4,C,0.46,56,2,3
Chimadinho,25524.0204081633,21,4,A,0.64,-38,4,1
Chimalon,23069.7755102041,21,3,B,0.62,-94,4,1
Chimay1969,31278.6530612245,22,4,C,0.38,-84,1,2
Chimba33,31570.3469387755,18,4,D,0.36,4,1,2
Chimzy,41285.7755102041,31,4,C,0.34,-64,1,3
ChinaPX9,19814.7346938776,22,4,C,0.56,8,3,1
Chint,28154.5102040816,28,4,C,0.54,30,3,2
Chintan85,30750.0816326531,35,4,C,0.58,85,4,2
Chintanshaparia,28873.4897959184,26,4,B,0.48,-26,2,2
Chipungo,16104.2857142857,23,3,C,0.42,107,2,1
Chiriboy,48025.7959183674,30,5,A,0.34,118,1,4
Chixken,49912.0204081633,19,4,C,0.44,-27,2,4
Chlorprotiksen,12910.0612244898,27,4,C,0.4,7,1,1
Chocodile,50859.306122449,21,3,B,0.44,-22,2,4
Chokaro,19322.2448979592,20,3,C,0.56,52,3,1
Chooka,36237.0612244898,18,2,A,0.68,-57,4,3
Choranne,42350.1428571429,30,5,B,0.44,3,2,4
Choxy,29899.5714285714,27,5,C,0.48,7,2,2
Chris200758,18760.1836734694,21,4,B,0.58,52,4,1
Chris_1971,29630.8571428571,10,4,A,0.56,95,3,2
Chrischi007,33212.7142857143,12,4,A,0.4,-37,1,2
Christiaanreed,44551.9795918367,23,5,C,0.48,82,2,4
Christian-1931,52878.0612244898,27,5,C,0.56,-102,3,4
Christian81,53107.9591836735,21,4,C,0.54,101,3,4
ChristianRincon,51729,36,5,A,0.42,6,2,4
ChristoffelvonG,38904.4081632653,17,4,A,0.6,13,4,3
ChristophWetzis,41604.4897959184,30,4,C,0.68,25,4,4
Chrystosakbar,27574.1020408163,31,3,C,0.5,48,3,2
Cht02c,22897.3469387755,11,3,A,0.52,39,3,1
Chtulu,45161.9795918367,22,5,C,0.5,-49,3,4
Chubbstickx,35577.3469387755,30,5,C,0.5,-18,3,3
ChubbyPrincess,33930.387755102,28,5,A,0.52,-50,3,3
Chucho1984,23866.1020408163,15,3,D,0.4,48,1,1
Chuchon,30800.3469387755,7,3,A,0.72,-37,4,2
Chuckeye,31049.306122449,30,4,C,0.4,96,1,2
Chuks2225,25405.2653061224,35,5,C,0.4,-95,1,1
Chupani,44386.5714285714,6,2,A,0.62,-42,4,4
Chupriyan123,33489.4285714286,23,4,C,0.6,4,4,3
Chusov,26387.2857142857,8,2,A,0.78,-6,4,2
Chuteslavie,26454.7755102041,15,3,A,0.4,33,1,2
Chyngyz_Davletov,45308.7346938775,16,5,A,0.5,31,3,4
Ciacor120,42245.7959183674,35,4,A,0.3,115,1,4
Cian,49261.4081632653,19,4,A,0.42,-60,2,4
CiaoPinto,45224.9387755102,29,4,B,0.46,37,2,4
Ciccio65,51941.2244897959,27,4,B,0.48,-74,2,4
Ciccions,38919.0816326531,32,4,D,0.46,-18,2,3
Cicero1974,33317.2244897959,9,3,A,0.68,-5,4,2
Cide-1,22848.7551020408,13,4,A,0.52,-60,3,1
Cihangirhc,41677.9183673469,14,3,C,0.64,20,4,4
CilloMasi97,52773.9591836735,22,5,D,0.38,-6,1,4
Cintiaferreiradessi,25502.6530612245,18,3,B,0.54,-13,3,1
Ciobaba28,49431.693877551,32,5,C,0.64,96,4,4
Cionfi,40138.4693877551,25,4,C,0.42,29,2,3
Cipe96,33534.0816326531,14,4,C,0.44,-21,2,3
CiscoPonts,21281.4693877551,25,6,B,0.46,7,2,1
Citar,42655.2040816326,21,4,B,0.4,21,1,4
CitizenZ,26755.306122449,23,4,B,0.52,31,3,2
Citizen_0,40121.8163265306,12,3,A,0.46,18,2,3
Citra2007,43471.7959183674,21,4,B,0.46,-38,2,4
Ciucian,41944.3265306122,28,5,B,0.62,30,4,4
Cjc,46332.5714285714,27,5,D,0.34,8,1,4
Ck_oil,11114.9183673469,28,3,B,0.6,-67,4,1
Cklusi,18463.1224489796,29,3,B,0.58,78,4,1
ClaZug,39217.4897959184,23,4,C,0.54,8,3,3
Clamping,15870.0612244898,20,5,A,0.54,-48,3,1
Clapyourhand5,35603.9183673469,18,3,D,0.52,22,3,3
Claris14chess,41593.7551020408,16,3,D,0.36,15,1,3
ClassicFelizRD,20250.1020408163,34,5,C,0.32,59,1,1
ClassicKing,22550.0204081633,26,5,B,0.54,42,3,1
Classicfeliz,30930.9183673469,26,4,B,0.38,66,1,2
Classicking147,16204.0612244898,23,5,C,0.48,48,2,1
ClaudeHorn,23052.9795918367,32,4,D,0.38,-44,1,1
Claudiu1669,36364.387755102,26,5,B,0.52,-27,3,3
Claus9,27054.1020408163,29,4,C,0.46,65,2,2
Cleckota,23484.4489795918,27,4,A,0.68,-58,4,1
Cleggynet,32267.7551020408,24,5,C,0.44,-11,2,2
Clement94,47520.5510204082,31,4,B,0.68,33,4,4
Clemilsonx10,49624.1020408163,34,5,C,0.46,-75,2,4
ClesioMiranda,37375.6530612245,27,4,C,0.5,-75,3,3
Clethush,41657.1632653061,27,4,C,0.54,-328,3,4
Cleverito,39516.6530612245,23,4,C,0.6,110,4,3
Clingsor,19598.693877551,21,4,C,0.56,-88,3,1
ClintonMartin,22730.2448979592,12,3,A,0.62,-18,4,1
Clivov,15636.3469387755,12,4,B,0.58,38,4,1
ClkmhRb,21124.9591836735,23,4,B,0.38,-11,1,1
Clonilson,34368.8775510204,22,4,C,0.42,-74,2,3
Cloud_Nguyen,31916.1428571429,21,3,C,0.44,-43,2,2
Cloudy98,44277.4489795918,30,4,C,0.48,11,2,4
Clowntriste,42363.0204081633,27,5,D,0.42,55,2,4
Cminus,25400.0612244898,28,4,B,0.58,-82,4,1
Cmn89,32774.0408163265,29,4,B,0.4,0,1,2
Cnoel2,35005.7142857143,20,4,B,0.44,108,2,3
CoFrie,41505.1224489796,16,3,D,0.4,100,1,3
CoalMineChatter,18770.9795918367,26,4,C,0.38,-20,1,1
Cobalt38,33479.5510204082,24,5,A,0.52,25,3,3
Cocicomcala,32484.7959183673,25,4,D,0.48,39,2,2
Coco-Chew,50281.2857142857,36,4,C,0.58,-25,4,4
Coco158,30872.2040816327,10,3,A,0.56,23,3,2
Cocodrilo08,23419.2244897959,32,6,D,0.28,42,1,1
Cocoloco26,47927.5510204082,34,4,C,0.46,-33,2,4
Codeco,49584.0408163265,34,4,B,0.48,-86,2,4
CodexFast,15091.5306122449,9,2,A,0.74,22,4,1
CodnichRaciny,31828.8571428571,34,6,D,0.3,62,1,2
Codolino,30494.6326530612,19,5,D,0.4,110,1,2
CoffeeWiredSleep,25791.1020408163,31,5,C,0.46,70,2,2
Cogahjr,28666.7755102041,5,2,A,0.74,15,4,2
Coksy,40116.612244898,17,4,C,0.5,21,3,3
Cola62,5527.57142857143,16,5,A,0.32,36,1,1
Colby1965,29608.5714285714,23,3,B,0.52,-49,3,2
Colca1,36248.0204081633,28,4,A,0.4,-7,1,3
Cold_War_Vet,17677.1224489796,26,4,B,0.5,-52,3,1
Colgate_00,26526.387755102,21,4,A,0.38,-2,1,2
Collenchyma,31842.1836734694,31,5,D,0.4,-44,1,2
CollinsIgwubor,38565.4897959184,21,3,A,0.38,-119,1,3
Cologwang,43808.5306122449,5,2,A,0.68,18,4,4
Colren,39593.3265306122,35,5,A,0.34,63,1,3
Comolokko123,37439.4081632653,32,5,B,0.6,277,4,3
ComplexFallacy,23198.693877551,27,4,B,0.36,-98,1,1
Compolino,26629.7142857143,25,4,C,0.56,59,3,2
Comrad27,41425.1632653061,29,4,C,0.46,-3,2,3
Comutativo,16750.4081632653,19,3,A,0.34,120,1,1
Con2niwton,7336.48979591837,18,4,C,0.58,-85,4,1
CondeMatraga,17980.1836734694,32,4,D,0.34,56,1,1
Conduktor,35444.6326530612,25,4,C,0.52,61,3,3
Conejo1962,48396.6734693878,20,3,B,0.54,3,3,4
Connemara14,17722.5510204082,17,4,C,0.52,30,3,1
Conner93,15883.0408163265,6,2,A,0.62,84,4,1
Conrado123,38632.1632653061,22,4,D,0.36,123,1,3
Conrados,19567.387755102,28,5,A,0.46,-106,2,1
Construtor,31806.3469387755,32,4,C,0.44,-49,2,2
ContraFluxo,48239.9591836735,16,5,A,0.62,-32,4,4
Contumacem,26287.4081632653,26,4,C,0.58,-38,4,2
Cookiebytes,10302.5102040816,27,5,D,0.5,-61,3,1
Coolmaths,34702.0816326531,33,4,C,0.62,8,4,3
Coprinus,35442.3265306122,23,4,D,0.46,90,2,3
Coqkke,47585.9183673469,16,3,D,0.42,125,2,4
Corista,34285.6326530612,26,3,A,0.38,23,1,3
CorneliusTalmadge,8824.97959183674,30,4,C,0.52,24,3,1
CoronelTINO,35229.5306122449,23,5,A,0.62,-27,4,3
Corsair0,38116.8367346939,26,3,C,0.62,-2,4,3
Corsario_mlm,24668.3265306122,29,4,B,0.46,0,2,1
Cortinarius,39092.5102040816,11,3,A,0.6,71,4,3
Coruja_EnPassant,44857,24,4,C,0.54,-47,3,4
Corvis,20398.3469387755,29,4,C,0.6,-16,4,1
Cosinus223,49357.3469387755,30,4,C,0.46,22,2,4
Cosmos2810,12980.8775510204,17,4,B,0.64,18,4,1
Cossdead,48350.387755102,35,5,C,0.28,8,1,4
Costa1,26671.3265306122,29,3,B,0.58,4,4,2
Costa33,36633.8979591837,24,4,B,0.56,10,3,3
Coto90,26029.5918367347,22,4,B,0.52,25,3,2
CovaLiwa,28229.5510204082,21,4,B,0.46,-35,2,2
Covali,31651.5918367347,14,4,C,0.58,-8,4,2
Covid18,32826.1428571429,22,4,B,0.62,-46,4,2
Coyote42,42443.8571428571,26,4,B,0.64,22,4,4
Cpt_Hangover,38829.2653061225,18,4,B,0.54,8,3,3
Cr33dplay,44398.0612244898,8,3,A,0.7,18,4,4
CraigCarr,41378.7959183674,5,2,A,0.72,-27,4,3
CraizyCheck666,32201.9183673469,23,5,A,0.38,8,1,2
CrankXO,41981.6734693878,27,4,C,0.4,34,1,4
Crawfor,16074.7142857143,17,4,A,0.34,-106,1,1
Crazymada55,19507,24,4,C,0.62,-51,4,1
CreativePatzer,46555.1428571429,33,5,D,0.34,-22,1,4
CremeFresh13,38815.3265306122,29,4,C,0.72,37,4,3
Crescent18,30059.1020408163,18,4,B,0.52,37,3,2
Crest2912,40730.1020408163,29,4,B,0.38,7,1,3
Crestituto,33924.3469387755,30,4,B,0.38,-13,1,3
Crhistian2020,23294.5714285714,28,4,C,0.68,13,4,1
Crimsonshadow23,41373.7755102041,29,4,C,0.7,-53,4,3
Crisis2016,23873.9183673469,15,3,C,0.68,82,4,1
Crispyshill,39126.1836734694,28,4,C,0.68,-46,4,3
Cristalchene,32002.3469387755,26,4,D,0.54,44,3,2
Cristian89Gm,21108.7551020408,36,4,B,0.58,53,4,1
CristianRIV,45057.4897959184,29,3,A,0.44,38,2,4
CristianSing,22945.3673469388,33,5,B,0.34,102,1,1
Cristianbgt,41620.1836734694,31,5,B,0.38,-123,1,4
Cristianorossi,29710.1428571429,29,4,C,0.58,51,4,2
Cristopher2607,31868.8163265306,29,5,C,0.54,27,3,2
Crocovado,29929.8367346939,15,3,C,0.52,19,3,2
Crohn,24630.7346938776,14,3,B,0.44,5,2,1
Croire61,49099.1428571429,15,3,D,0.44,53,2,4
CrommCruach,36020.1428571429,31,5,B,0.3,-20,1,3
Crookid,39970.5306122449,27,5,A,0.52,-36,3,3
CrownvicRog4,37133.2448979592,26,6,D,0.3,0,1,3
Crudazopy,39037.3673469388,23,4,C,0.5,88,3,3
Cruiser25,35394.387755102,23,5,D,0.32,2,1,3
Cruza26,30472.7959183673,19,4,C,0.38,28,1,2
Cruzado18,26568.2448979592,20,6,C,0.34,-9,1,2
Cryptoboy,29666.0408163265,15,4,A,0.36,-24,1,2
Crystal_Mod,49821.2653061225,38,5,B,0.38,-42,1,4
Csipisz,11667.1020408163,18,4,B,0.56,35,3,1
Csp2006,44192.2244897959,24,6,C,0.42,41,2,4
Ct86,25799.7755102041,23,4,B,0.46,79,2,2
Ctenophora_Cnidaria,47106.2448979592,41,5,A,0.4,-31,1,4
Cuanticoo,41217.4489795918,26,4,C,0.66,-4,4,3
Cubanito77,47486.8979591837,23,4,D,0.34,34,1,4
Cubano72,33850.6734693878,31,5,B,0.52,4,3,3
Cuidadinspin,44800.4489795918,32,4,B,0.3,13,1,4
Cukaruchay,18137.7142857143,26,5,D,0.3,20,1,1
Cullarvega,34704.4897959184,22,5,D,0.38,43,1,3
Cuneytkrasnic,34816.693877551,19,4,C,0.64,4,4,3
Cunhambebe,23125.4897959184,10,3,A,0.56,27,3,1
Cuno1945,31012.306122449,18,3,A,0.66,-12,4,2
Curious73,36706.5714285714,26,4,B,0.42,56,2,3
Custohmoz,22550.2653061224,36,4,B,0.4,35,1,1
Cutiebumbum,27562.5306122449,31,5,A,0.36,-61,1,2
CuttyRanks,30037.5306122449,39,6,A,0.34,22,1,2
Cvrco1955,45910.4285714286,30,4,C,0.44,11,2,4
Cwaka,27146.5102040816,25,4,C,0.6,-5,4,2
Cyb8rpunk,45047.8775510204,34,5,B,0.5,-6,3,4
CyberLemon,21287.8367346939,28,4,B,0.5,-14,3,1
Cygnus08,12498.9795918367,16,3,D,0.42,33,2,1
Cyrano1427,11885.7959183673,24,4,D,0.42,-59,2,1
CyrilFiggis,33505.8571428571,21,5,A,0.5,-31,3,3
CzarRasputin,30144.6734693878,15,3,C,0.48,-26,2,2
Czuki52,37778.7142857143,27,3,B,0.6,-26,4,3
D-Romanic,33384.7142857143,17,3,C,0.64,44,4,2
D0n0RL,47491,33,4,C,0.6,129,4,4
D19912302A,37157.5918367347,35,5,B,0.48,-8,2,3
D3V1LL,26564.2653061224,21,4,B,0.54,12,3,2
D4black,51247.8571428571,28,4,B,0.4,-32,1,4
D92,26550.1224489796,26,5,D,0.32,17,1,2
D9908317045,45876.4285714286,34,5,D,0.42,-34,2,4
DAFE,41949.1224489796,25,4,B,0.4,-54,1,4
DAMIEN107,44401.387755102,36,4,D,0.46,-18,2,4
DAMMAJPR,33542.3469387755,6,2,A,0.82,-25,4,3
DANATT,27201.8367346939,28,5,A,0.6,-72,4,2
DANGALTOP,38901.0408163265,24,4,B,0.44,8,2,3
DANYCER0,40307.8367346939,33,4,B,0.36,34,1,3
DAN_17,21538.8775510204,20,3,C,0.48,-51,2,1
DAOWDSLMAN,52914.4693877551,29,5,B,0.54,71,3,4
DARKOVID,43176.5510204082,21,5,B,0.54,80,3,4
DARK_FOREST,45437.8979591837,29,4,C,0.5,-91,3,4
DAROKAROI,30061.7755102041,30,4,B,0.56,43,3,2
DARWIN_31,12779.5510204082,17,4,C,0.52,-9,3,1
DASBRBCE,27401.4285714286,29,4,C,0.44,1,2,2
DAVIDASIF,12507.1428571429,26,4,C,0.48,97,2,1
DC963,36243.2244897959,20,4,A,0.52,13,3,3
DCM_Chess,37066.4897959184,34,5,C,0.42,-103,2,3
DCheckmater,13294.6326530612,33,5,B,0.52,17,3,1
DD-file,36750.2244897959,27,3,C,0.56,29,3,3
DDP7,22881.6734693878,15,5,A,0.4,-20,1,1
DD_D,29197.9795918367,29,4,D,0.52,49,3,2
DDym,48284.1428571429,24,5,D,0.38,-49,1,4
DEBA2020,44457.3469387755,31,5,A,0.46,55,2,4
DEN1S907,29022.1224489796,27,5,A,0.38,-46,1,2
DENEB05,50373.5918367347,21,3,D,0.38,-19,1,4
DESCHANELS,22014.8367346939,21,4,B,0.54,44,3,1
DEVESHG,19713.4693877551,32,5,C,0.5,16,3,1
DEVILSGURU,27981.2448979592,17,4,A,0.4,-35,1,2
DFG82_AR84_M87,31112.2857142857,25,4,C,0.42,12,2,2
DGV_Chess,39183.5102040816,26,5,C,0.64,10,4,3
DGray16,34777.2040816326,27,4,C,0.64,21,4,3
DHMC_10,49411.1224489796,30,5,B,0.56,-132,3,4
DIBO61,19593.2857142857,36,5,B,0.28,44,1,1
DIDSAR,14112.3469387755,28,4,C,0.54,-21,3,1
DILSHAD89,33229.7346938776,21,4,A,0.4,57,1,2
DIMA_46,28133.2857142857,20,5,C,0.42,60,2,2
DINHO2,25383.8571428571,23,4,C,0.44,-20,2,1
DIgor1706,40825.1836734694,22,5,C,0.46,40,2,3
DJRKHS92,27256.3265306122,17,4,D,0.44,-36,2,2
DJS,33166.2040816326,27,4,D,0.52,-5,3,2
DJlundestadF,45815,19,4,C,0.36,40,1,4
DKPC,42111.8367346939,26,4,B,0.52,-1,3,4
DKS01,17068.0612244898,27,5,C,0.4,6,1,1
DM68,36790.5102040816,30,5,B,0.62,-63,4,3
DMJ19,39092.693877551,26,5,B,0.48,14,2,3
DOC57,21178.8571428571,17,4,A,0.5,-15,3,1
DPadula,35303.7755102041,22,4,B,0.52,68,3,3
DRAWOUT,26533.1632653061,22,4,A,0.36,-108,1,2
DRAW_CONSIDERED,35597.2857142857,17,4,B,0.48,-94,2,3
DRCHESS125,53084.8979591837,28,5,B,0.4,-8,1,4
DRTYBRGR,42603.4897959184,21,4,B,0.58,-6,4,4
DSchlachter,43540.0816326531,18,4,C,0.38,12,1,4
DTT19,19382.2448979592,28,5,C,0.36,16,1,1
DURALLAR,28310.4693877551,31,4,B,0.36,82,1,2
DVKovalkov,33483.8367346939,17,4,B,0.58,-41,4,3
DWDJR,33421.6734693878,29,4,D,0.5,14,3,2
DWGrimaud,12587.9387755102,34,5,B,0.48,67,2,1
D_Aletz,28515.0816326531,23,4,C,0.48,-13,2,2
D_Daniel,40940.6326530612,26,5,C,0.42,14,2,3
D_Maya,30346.2857142857,33,4,C,0.56,49,3,2
D_Saber,34294.8979591837,28,5,B,0.42,-15,2,3
D_Serjanaj,30166.4489795918,23,5,A,0.42,-26,2,2
D_vrm5905,50969.2448979592,21,4,C,0.38,6,1,4
Da-Mauri33,48721.2653061225,20,4,C,0.62,7,4,4
Da-YI,49388.7142857143,29,4,C,0.5,27,3,4
Da9dae,15870.387755102,33,5,B,0.34,-42,1,1
DaBoi64,37909.3469387755,23,5,A,0.4,29,1,3
DaN-CoOoL,47605.4693877551,15,3,B,0.56,-82,3,4
DaRealDuck-Ingmar,24430.2448979592,31,4,C,0.4,-34,1,1
Da_Crusher,24464.3469387755,23,4,C,0.56,-61,3,1
DaaBearss16,39757.5510204082,21,4,A,0.54,-53,3,3
Daagzzz,31806.7346938776,30,4,C,0.44,-12,2,2
Dackson,5487.0612244898,27,4,C,0.64,7,4,1
DaddyPig,11071.8163265306,5,2,A,0.8,25,4,1
DaddySwish,49243.4489795918,21,3,B,0.6,12,4,4
Dafna89,38006.6326530612,26,5,B,0.5,-20,3,3
DaftDrunk,24917.0816326531,5,2,A,0.66,-73,4,1
Dagobert90,30426.3673469388,27,4,C,0.6,-37,4,2
Dagudo,37057.1020408163,36,3,C,0.5,-9,3,3
Dahumada,50059.8367346939,17,4,D,0.42,-28,2,4
Daine_Muddha,43828.5714285714,15,4,A,0.5,67,3,4
Daiwik,16480.2857142857,21,4,C,0.66,-23,4,1
Dal3roy,35405.2040816326,27,5,B,0.5,19,3,3
DaleChess,26695.4285714286,24,3,B,0.6,90,4,2
Dalo59,21120.2448979592,19,4,C,0.48,60,2,1
Dalrei,41947.693877551,25,4,B,0.48,-96,2,4
Damenzug,37300.5510204082,21,4,B,0.6,-1,4,3
Damian_Dark,46999.2040816326,30,3,A,0.52,-169,3,4
Damian_frayBentos,53792.2244897959,31,5,B,0.5,-27,3,4
Damiano93,26927.1224489796,28,4,C,0.56,-8,3,2
Damir132,30260.2244897959,23,4,C,0.58,-19,4,2
Damir_Docen,39279.7551020408,16,3,A,0.58,18,4,3
Damo770,48014.2857142857,20,4,A,0.5,59,3,4
Damov,40144.1428571429,33,4,A,0.52,-74,3,3
Dampfkessel,14587.0204081633,27,4,C,0.44,15,2,1
DanRyan4,33005.9183673469,12,3,A,0.48,18,2,2
Dan_coppola,22840.9387755102,29,4,B,0.56,3,3,1
Dancen,37629.1428571429,22,4,C,0.52,50,3,3
DaniArousa,30927.1224489796,22,3,C,0.48,38,2,2
Dani_Meza16,40447.9591836735,25,4,C,0.56,35,3,3
Danial4499,42466.2244897959,27,4,D,0.4,28,1,4
Daniel-Acosta,50721.387755102,27,4,B,0.52,-45,3,4
Daniel-Banda,44086.3673469388,21,6,A,0.34,-106,1,4
Daniel030,12384.6734693878,27,4,B,0.34,-123,1,1
Daniel191,48202.5918367347,16,3,B,0.58,5,4,4
Daniel56,27549.4897959184,21,3,D,0.44,0,2,2
Daniel9998,42194,27,5,A,0.46,-64,2,4
DanielF14,19515.7755102041,24,4,C,0.5,67,3,1
DanielG97,36788.8367346939,36,4,B,0.48,141,2,3
DanielJr23,32606.8571428571,23,4,B,0.56,-54,3,2
DanielLn13,35511.4693877551,30,5,C,0.56,82,3,3
DanielVallejo,45864.5306122449,25,4,B,0.42,-44,2,4
Daniel_Jabonero,46295.5510204082,25,4,B,0.64,-5,4,4
Daniel_Landa_DL,34741.306122449,4,2,A,0.7,94,4,3
Daniel_velasquez,38504.1428571429,32,6,C,0.34,-38,1,3
Danielchavez12,39690.9387755102,25,4,C,0.58,32,4,3
Danielias,44551.3673469388,23,5,A,0.32,0,1,4
Danielly_Chess,38960.3469387755,27,5,C,0.58,28,4,3
DanielofKidChess,26077.4489795918,30,4,B,0.48,8,2,2
Danielsfeel,42972.3469387755,27,5,A,0.36,67,1,4
Daniil_27,17674.5102040816,29,4,C,0.5,16,3,1
DaniloRea,24742.2653061224,21,5,C,0.48,21,2,1
Danimalector,27181.6530612245,24,4,C,0.52,147,3,2
Danipaugirona,29395.9591836735,18,5,B,0.46,11,2,2
Danisbarazzino,40564.6530612245,31,4,C,0.5,-7,3,3
Danix7,14411.8775510204,31,4,C,0.42,2,2,1
Daniyar84,46494.7346938775,26,5,B,0.34,60,1,4
Danks71,26349.7551020408,17,3,C,0.62,-33,4,2
DanniDK,40601.1428571429,32,4,D,0.42,88,2,3
Danny73,23945.693877551,16,4,D,0.34,5,1,1
DannyD1999,41528.2040816326,33,5,D,0.28,-47,1,3
Danoda,12776.8367346939,21,3,C,0.6,68,4,1
Danro15,30649.7142857143,32,5,C,0.56,134,3,2
DanteHayes,24949.5102040816,12,3,B,0.38,31,1,1
Danteneitor2,33269.2448979592,31,6,A,0.48,66,2,2
Danton93,36959.7346938775,30,4,C,0.52,-138,3,3
